killall gaserver gzclient roslaunch roscore rosmaster
EP 257 - 1001 timesteps - Cumulated R: 3478   Eps=0.13     Time: 3:36:02
EP 258 - 1001 timesteps - Cumulated R: 3279   Eps=0.13     Time: 3:38:59
EP 259 - 1001 timesteps - Cumulated R: 3456   Eps=0.13     Time: 3:42:05
EP 260 - 1001 timesteps - Cumulated R: 3323   Eps=0.12     Time: 3:45:05
EP 261 - 902 timesteps - Cumulated R: 2806   Eps=0.12     Time: 3:47:49
EP 262 - 1001 timesteps - Cumulated R: 2986   Eps=0.12     Time: 3:50:47
EP 263 - 1001 timesteps - Cumulated R: 3338   Eps=0.12     Time: 3:53:45
EP 264 - 238 timesteps - Cumulated R: 676   Eps=0.12     Time: 3:54:30
EP 265 - 1001 timesteps - Cumulated R: 3193   Eps=0.12     Time: 3:57:31
EP 266 - 929 timesteps - Cumulated R: 2965   Eps=0.12     Time: 4:00:18
EP 267 - 1001 timesteps - Cumulated R: 3510   Eps=0.12     Time: 4:03:24
EP 268 - 1001 timesteps - Cumulated R: 3377   Eps=0.12     Time: 4:06:23
EP 269 - 1001 timesteps - Cumulated R: 3359   Eps=0.12     Time: 4:09:26
EP 270 - 1001 timesteps - Cumulated R: 2950   Eps=0.12     Time: 4:12:20
EP 271 - 1001 timesteps - Cumulated R: 3530   Eps=0.11     Time: 4:15:24
EP 272 - 949 timesteps - Cumulated R: 3368   Eps=0.11     Time: 4:18:12
EP 273 - 1001 timesteps - Cumulated R: 3377   Eps=0.11     Time: 4:21:16
EP 274 - 933 timesteps - Cumulated R: 2812   Eps=0.11     Time: 4:24:06
EP 275 - 987 timesteps - Cumulated R: 3036   Eps=0.11     Time: 4:27:20

